Country,EdLevel,YearsCodePro,DevType,OrgSize,RemoteWork,Salary,CountryName,EducationLevel,RemoteWorkLabel,DevTypeLabel,OrgSizeLabel
15,0,23.0,8,1,0,47173.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,10-19
5,1,3.0,8,5,0,74963.0,Germany,Master's,Hybrid,Developer,20-99
16,2,0.5,8,7,0,50000.0,United States of America,Other,Hybrid,Developer,500-999
9,0,8.0,8,0,0,107090.0,Netherlands,Bachelor's,Hybrid,Developer,1k-4.9k
16,2,5.0,14,1,1,40000.0,United States of America,Other,In-person,Hardware Engineer,10-19
1,1,15.0,8,0,2,22398.0,Brazil,Master's,Remote,Developer,1k-4.9k
5,1,6.0,8,0,0,59970.0,Germany,Master's,Hybrid,Developer,1k-4.9k
9,4,5.0,8,0,2,48190.0,Netherlands,School,Remote,Developer,1k-4.9k
5,1,3.0,21,1,1,53545.0,Germany,Master's,In-person,Security professional,10-19
2,2,20.0,8,3,2,204466.0,Canada,Other,Remote,Developer,100-499
1,0,15.0,8,5,2,169000.0,Brazil,Bachelor's,Remote,Developer,20-99
16,2,5.0,8,3,1,110000.0,United States of America,Other,In-person,Developer,100-499
4,1,8.0,8,2,1,128507.0,France,Master's,In-person,Developer,10k+
14,1,7.0,8,5,0,110216.0,Switzerland,Master's,Hybrid,Developer,20-99
16,1,14.0,8,6,1,100000.0,United States of America,Master's,In-person,Developer,5k-9.9k
5,0,3.0,8,3,0,47548.0,Germany,Bachelor's,Hybrid,Developer,100-499
13,3,11.0,8,3,0,57128.0,Sweden,Postgraduate,Hybrid,Developer,100-499
5,1,25.0,8,9,1,128507.0,Germany,Master's,In-person,Developer,Freelancer
15,0,8.0,8,0,0,148966.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,1k-4.9k
16,2,23.0,8,5,1,110000.0,United States of America,Other,In-person,Developer,20-99
6,0,4.0,8,2,2,13329.0,India,Bachelor's,Remote,Developer,10k+
16,0,11.0,8,0,2,125000.0,United States of America,Bachelor's,Remote,Developer,1k-4.9k
8,3,6.0,8,5,0,42836.0,Italy,Postgraduate,Hybrid,Developer,20-99
0,0,9.0,8,5,0,92545.0,Australia,Bachelor's,Hybrid,Developer,20-99
6,0,6.0,8,1,1,14540.0,India,Bachelor's,In-person,Developer,10-19
5,0,10.0,8,7,0,91026.0,Germany,Bachelor's,Hybrid,Developer,500-999
5,1,17.0,8,3,2,144571.0,Germany,Master's,Remote,Developer,100-499
12,3,13.0,8,5,0,29985.0,Spain,Postgraduate,Hybrid,Developer,20-99
4,0,7.0,16,2,2,72821.0,France,Bachelor's,Remote,Other (please specify):,10k+
2,0,6.0,8,0,2,70634.0,Canada,Bachelor's,Remote,Developer,1k-4.9k
15,1,6.0,8,3,2,105517.0,United Kingdom of Great Britain and Northern Ireland,Master's,Remote,Developer,100-499
16,0,8.0,8,7,2,170000.0,United States of America,Bachelor's,Remote,Developer,500-999
14,1,7.0,8,0,0,165324.0,Switzerland,Master's,Hybrid,Developer,1k-4.9k
5,1,16.0,0,3,1,64254.0,Germany,Master's,In-person,Academic researcher,100-499
16,0,5.0,8,4,0,120000.0,United States of America,Bachelor's,Hybrid,Developer,2 to 9 employees
5,1,7.0,4,2,0,104948.0,Germany,Master's,Hybrid,Data scientist or machine learning specialist,10k+
16,0,12.0,17,2,2,200000.0,United States of America,Bachelor's,Remote,Product manager,10k+
16,0,8.0,8,4,2,150000.0,United States of America,Bachelor's,Remote,Developer,2 to 9 employees
6,1,19.0,4,2,1,53314.0,India,Master's,In-person,Data scientist or machine learning specialist,10k+
16,1,1.0,8,2,2,77062.0,United States of America,Master's,Remote,Developer,10k+
16,0,17.0,8,6,2,163000.0,United States of America,Bachelor's,Remote,Developer,5k-9.9k
5,3,25.0,11,3,1,107090.0,Germany,Postgraduate,In-person,Educator,100-499
16,0,24.0,7,2,2,235000.0,United States of America,Bachelor's,Remote,DevOps specialist,10k+
5,0,1.0,8,4,0,39623.0,Germany,Bachelor's,Hybrid,Developer,2 to 9 employees
14,1,18.0,7,0,0,148792.0,Switzerland,Master's,Hybrid,DevOps specialist,1k-4.9k
12,2,6.0,8,0,2,58899.0,Spain,Other,Remote,Developer,1k-4.9k
5,1,30.0,8,2,2,85672.0,Germany,Master's,Remote,Developer,10k+
14,0,6.0,8,4,0,137770.0,Switzerland,Bachelor's,Hybrid,Developer,2 to 9 employees
2,0,22.0,8,4,2,81787.0,Canada,Bachelor's,Remote,Developer,2 to 9 employees
9,2,8.0,8,5,0,89570.0,Netherlands,Other,Hybrid,Developer,20-99
2,0,11.0,8,0,2,118962.0,Canada,Bachelor's,Remote,Developer,1k-4.9k
5,1,4.0,12,3,0,51403.0,Germany,Master's,Hybrid,Engineer,100-499
16,0,11.0,8,5,2,130000.0,United States of America,Bachelor's,Remote,Developer,20-99
9,0,10.0,8,0,1,69608.0,Netherlands,Bachelor's,In-person,Developer,1k-4.9k
12,1,13.0,8,2,2,69608.0,Spain,Master's,Remote,Developer,10k+
12,0,3.0,8,0,0,49797.0,Spain,Bachelor's,Hybrid,Developer,1k-4.9k
15,0,4.0,8,5,2,52138.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Remote,Developer,20-99
1,0,9.0,8,6,2,81150.0,Brazil,Bachelor's,Remote,Developer,5k-9.9k
16,0,2.0,16,5,0,90000.0,United States of America,Bachelor's,Hybrid,Other (please specify):,20-99
5,0,11.0,8,5,2,48190.0,Germany,Bachelor's,Remote,Developer,20-99
5,0,5.0,8,4,2,85672.0,Germany,Bachelor's,Remote,Developer,2 to 9 employees
5,1,3.0,8,0,0,75177.0,Germany,Master's,Hybrid,Developer,1k-4.9k
15,1,4.0,8,6,0,117931.0,United Kingdom of Great Britain and Northern Ireland,Master's,Hybrid,Developer,5k-9.9k
16,0,36.0,8,5,2,208000.0,United States of America,Bachelor's,Remote,Developer,20-99
16,0,10.0,8,0,0,235000.0,United States of America,Bachelor's,Hybrid,Developer,1k-4.9k
8,2,15.0,8,2,0,69608.0,Italy,Other,Hybrid,Developer,10k+
4,1,10.0,8,0,2,74963.0,France,Master's,Remote,Developer,1k-4.9k
6,1,5.0,8,7,1,12117.0,India,Master's,In-person,Developer,500-999
12,1,5.0,8,7,2,34804.0,Spain,Master's,Remote,Developer,500-999
5,1,12.0,8,2,0,96381.0,Germany,Master's,Hybrid,Developer,10k+
16,2,11.0,8,7,2,150000.0,United States of America,Other,Remote,Developer,500-999
15,0,2.0,8,2,0,70759.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,10k+
9,3,7.0,0,4,1,91026.0,Netherlands,Postgraduate,In-person,Academic researcher,2 to 9 employees
3,0,19.0,8,0,0,100649.0,Denmark,Bachelor's,Hybrid,Developer,1k-4.9k
5,0,20.0,8,2,0,48190.0,Germany,Bachelor's,Hybrid,Developer,10k+
16,0,3.0,8,3,2,92000.0,United States of America,Bachelor's,Remote,Developer,100-499
1,2,15.0,8,7,0,17105.0,Brazil,Other,Hybrid,Developer,500-999
3,0,13.0,8,5,0,104963.0,Denmark,Bachelor's,Hybrid,Developer,20-99
14,1,25.0,8,3,0,132260.0,Switzerland,Master's,Hybrid,Developer,100-499
5,1,13.0,19,6,0,70679.0,Germany,Master's,Hybrid,Research & Development role,5k-9.9k
16,2,6.0,8,5,2,72500.0,United States of America,Other,Remote,Developer,20-99
4,1,9.0,8,3,0,74963.0,France,Master's,Hybrid,Developer,100-499
8,1,6.0,8,3,0,44978.0,Italy,Master's,Hybrid,Developer,100-499
16,0,5.0,8,2,0,120000.0,United States of America,Bachelor's,Hybrid,Developer,10k+
16,1,30.0,8,6,1,250000.0,United States of America,Master's,In-person,Developer,5k-9.9k
8,0,5.0,12,4,1,21418.0,Italy,Bachelor's,In-person,Engineer,2 to 9 employees
16,0,12.0,8,0,2,139000.0,United States of America,Bachelor's,Remote,Developer,1k-4.9k
5,2,3.0,8,5,0,58899.0,Germany,Other,Hybrid,Developer,20-99
8,1,7.0,12,5,0,37481.0,Italy,Master's,Hybrid,Engineer,20-99
9,0,4.0,8,5,0,38167.0,Netherlands,Bachelor's,Hybrid,Developer,20-99
2,1,16.0,8,7,0,245360.0,Canada,Master's,Hybrid,Developer,500-999
2,2,12.0,13,2,0,118962.0,Canada,Other,Hybrid,Engineering manager,10k+
5,2,10.0,8,4,1,40480.0,Germany,Other,In-person,Developer,2 to 9 employees
14,1,18.0,14,3,1,121238.0,Switzerland,Master's,In-person,Hardware Engineer,100-499
5,0,6.0,8,5,0,64254.0,Germany,Bachelor's,Hybrid,Developer,20-99
16,0,6.0,13,2,0,165000.0,United States of America,Bachelor's,Hybrid,Engineering manager,10k+
5,0,7.0,8,3,0,69608.0,Germany,Bachelor's,Hybrid,Developer,100-499
16,0,39.0,8,0,0,144000.0,United States of America,Bachelor's,Hybrid,Developer,1k-4.9k
16,0,27.0,8,3,2,220000.0,United States of America,Bachelor's,Remote,Developer,100-499
16,0,9.0,8,5,2,185000.0,United States of America,Bachelor's,Remote,Developer,20-99
8,1,4.0,8,0,0,42836.0,Italy,Master's,Hybrid,Developer,1k-4.9k
4,1,4.0,16,4,2,53545.0,France,Master's,Remote,Other (please specify):,2 to 9 employees
9,1,25.0,8,1,0,42836.0,Netherlands,Master's,Hybrid,Developer,10-19
5,0,3.0,8,5,0,51403.0,Germany,Bachelor's,Hybrid,Developer,20-99
15,0,4.0,8,5,0,90062.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,20-99
15,0,21.0,8,5,2,62069.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Remote,Developer,20-99
16,1,26.0,9,7,2,246000.0,United States of America,Master's,Remote,Developer Advocate,500-999
15,1,4.0,8,3,2,136552.0,United Kingdom of Great Britain and Northern Ireland,Master's,Remote,Developer,100-499
15,0,12.0,8,6,0,173793.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,5k-9.9k
15,0,1.0,8,2,2,39724.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Remote,Developer,10k+
5,1,4.0,8,5,2,64254.0,Germany,Master's,Remote,Developer,20-99
8,1,18.0,12,0,0,57828.0,Italy,Master's,Hybrid,Engineer,1k-4.9k
16,0,11.0,8,3,2,100000.0,United States of America,Bachelor's,Remote,Developer,100-499
6,1,8.0,8,3,0,26657.0,India,Master's,Hybrid,Developer,100-499
2,0,4.0,8,0,0,74351.0,Canada,Bachelor's,Hybrid,Developer,1k-4.9k
15,0,6.0,8,3,1,68276.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,In-person,Developer,100-499
16,4,36.0,8,1,0,128000.0,United States of America,School,Hybrid,Developer,10-19
16,0,33.0,8,2,0,205000.0,United States of America,Bachelor's,Hybrid,Developer,10k+
16,0,2.0,8,5,2,117000.0,United States of America,Bachelor's,Remote,Developer,20-99
16,2,12.0,13,2,2,170000.0,United States of America,Other,Remote,Engineering manager,10k+
16,0,0.5,8,3,2,85000.0,United States of America,Bachelor's,Remote,Developer,100-499
4,0,11.0,8,7,0,109231.0,France,Bachelor's,Hybrid,Developer,500-999
16,0,22.0,18,1,0,161000.0,United States of America,Bachelor's,Hybrid,Project manager,10-19
16,2,15.0,7,7,2,135000.0,United States of America,Other,Remote,DevOps specialist,500-999
5,0,11.0,8,3,2,64254.0,Germany,Bachelor's,Remote,Developer,100-499
13,0,6.0,8,0,0,73713.0,Sweden,Bachelor's,Hybrid,Developer,1k-4.9k
16,0,2.0,8,3,0,105000.0,United States of America,Bachelor's,Hybrid,Developer,100-499
2,1,0.5,19,3,0,69147.0,Canada,Master's,Hybrid,Research & Development role,100-499
16,2,20.0,7,3,2,225000.0,United States of America,Other,Remote,DevOps specialist,100-499
15,0,6.0,8,5,2,99311.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Remote,Developer,20-99
10,1,31.0,8,0,0,77927.0,Norway,Master's,Hybrid,Developer,1k-4.9k
15,0,24.0,8,1,0,55862.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,10-19
16,4,8.0,8,1,1,85000.0,United States of America,School,In-person,Developer,10-19
5,3,10.0,19,2,0,85672.0,Germany,Postgraduate,Hybrid,Research & Development role,10k+
16,3,7.0,8,2,1,172000.0,United States of America,Postgraduate,In-person,Developer,10k+
2,1,20.0,8,5,2,81787.0,Canada,Master's,Remote,Developer,20-99
16,2,5.0,8,2,2,94000.0,United States of America,Other,Remote,Developer,10k+
1,0,4.0,8,2,0,24345.0,Brazil,Bachelor's,Hybrid,Developer,10k+
9,4,16.0,8,5,1,64254.0,Netherlands,School,In-person,Developer,20-99
10,0,6.0,8,4,1,83364.0,Norway,Bachelor's,In-person,Developer,2 to 9 employees
13,0,2.0,8,5,0,40082.0,Sweden,Bachelor's,Hybrid,Developer,20-99
9,4,10.0,8,4,1,38552.0,Netherlands,School,In-person,Developer,2 to 9 employees
2,0,4.0,8,1,2,79556.0,Canada,Bachelor's,Remote,Developer,10-19
5,1,6.0,8,3,0,64254.0,Germany,Master's,Hybrid,Developer,100-499
16,0,29.0,8,8,0,200000.0,United States of America,Bachelor's,Hybrid,Developer,Unknown
4,1,9.0,8,4,2,90491.0,France,Master's,Remote,Developer,2 to 9 employees
9,1,3.0,19,2,0,58899.0,Netherlands,Master's,Hybrid,Research & Development role,10k+
5,2,21.0,8,2,2,64254.0,Germany,Other,Remote,Developer,10k+
2,1,18.0,8,7,2,102605.0,Canada,Master's,Remote,Developer,500-999
5,0,9.0,8,5,1,107090.0,Germany,Bachelor's,In-person,Developer,20-99
5,0,8.0,8,2,0,98522.0,Germany,Bachelor's,Hybrid,Developer,10k+
6,0,5.0,8,5,1,54359.0,India,Bachelor's,In-person,Developer,20-99
16,0,5.0,8,0,0,150000.0,United States of America,Bachelor's,Hybrid,Developer,1k-4.9k
8,2,11.0,8,1,1,36410.0,Italy,Other,In-person,Developer,10-19
5,1,15.0,2,3,0,107090.0,Germany,Master's,Hybrid,Cloud infrastructure engineer,100-499
16,0,23.0,3,1,0,79000.0,United States of America,Bachelor's,Hybrid,Data or business analyst,10-19
11,2,3.0,8,5,1,40435.0,Poland,Other,In-person,Developer,20-99
16,0,1.0,24,5,1,50000.0,United States of America,Bachelor's,In-person,System administrator,20-99
5,1,11.0,8,5,1,77104.0,Germany,Master's,In-person,Developer,20-99
2,0,22.0,8,3,2,111527.0,Canada,Bachelor's,Remote,Developer,100-499
12,2,7.0,8,0,0,62112.0,Spain,Other,Hybrid,Developer,1k-4.9k
16,1,10.0,4,3,2,238000.0,United States of America,Master's,Remote,Data scientist or machine learning specialist,100-499
16,3,8.0,19,3,0,120000.0,United States of America,Postgraduate,Hybrid,Research & Development role,100-499
15,1,7.0,8,1,2,68276.0,United Kingdom of Great Britain and Northern Ireland,Master's,Remote,Developer,10-19
16,0,6.0,8,5,2,75000.0,United States of America,Bachelor's,Remote,Developer,20-99
1,1,17.0,8,2,2,60863.0,Brazil,Master's,Remote,Developer,10k+
9,2,2.0,8,5,0,25701.0,Netherlands,Other,Hybrid,Developer,20-99
0,2,25.0,3,7,0,83952.0,Australia,Other,Hybrid,Data or business analyst,500-999
2,0,30.0,3,6,0,66916.0,Canada,Bachelor's,Hybrid,Data or business analyst,5k-9.9k
0,0,8.0,8,2,2,134521.0,Australia,Bachelor's,Remote,Developer,10k+
5,2,3.0,24,5,1,30842.0,Germany,Other,In-person,System administrator,20-99
15,0,8.0,8,5,0,44690.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,20-99
5,1,5.0,8,0,2,85672.0,Germany,Master's,Remote,Developer,1k-4.9k
16,0,5.0,8,0,2,80000.0,United States of America,Bachelor's,Remote,Developer,1k-4.9k
11,0,2.0,8,5,2,43354.0,Poland,Bachelor's,Remote,Developer,20-99
5,1,7.0,8,3,0,81388.0,Germany,Master's,Hybrid,Developer,100-499
11,1,2.0,8,3,0,28711.0,Poland,Master's,Hybrid,Developer,100-499
16,0,5.0,8,5,2,145000.0,United States of America,Bachelor's,Remote,Developer,20-99
9,0,13.0,8,7,0,57120.0,Netherlands,Bachelor's,Hybrid,Developer,500-999
8,1,19.0,8,3,0,29985.0,Italy,Master's,Hybrid,Developer,100-499
14,0,4.0,8,7,0,104705.0,Switzerland,Bachelor's,Hybrid,Developer,500-999
13,0,10.0,4,2,0,59892.0,Sweden,Bachelor's,Hybrid,Data scientist or machine learning specialist,10k+
3,0,6.0,8,5,1,64703.0,Denmark,Bachelor's,In-person,Developer,20-99
8,4,15.0,8,3,2,68537.0,Italy,School,Remote,Developer,100-499
15,1,2.0,16,0,0,48414.0,United Kingdom of Great Britain and Northern Ireland,Master's,Hybrid,Other (please specify):,1k-4.9k
16,1,4.0,8,2,0,117000.0,United States of America,Master's,Hybrid,Developer,10k+
5,0,13.0,16,5,1,75177.0,Germany,Bachelor's,In-person,Other (please specify):,20-99
6,3,10.0,8,5,0,24234.0,India,Postgraduate,Hybrid,Developer,20-99
16,0,0.5,8,2,2,61868.0,United States of America,Bachelor's,Remote,Developer,10k+
15,3,34.0,8,5,0,80690.0,United Kingdom of Great Britain and Northern Ireland,Postgraduate,Hybrid,Developer,20-99
16,0,14.0,8,0,2,175000.0,United States of America,Bachelor's,Remote,Developer,1k-4.9k
16,0,8.0,19,4,0,75000.0,United States of America,Bachelor's,Hybrid,Research & Development role,2 to 9 employees
16,0,11.0,8,5,2,168000.0,United States of America,Bachelor's,Remote,Developer,20-99
2,0,23.0,8,2,0,111527.0,Canada,Bachelor's,Hybrid,Developer,10k+
15,0,40.0,8,2,0,91862.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,10k+
2,0,4.0,8,3,2,111527.0,Canada,Bachelor's,Remote,Developer,100-499
16,4,15.0,8,4,2,130000.0,United States of America,School,Remote,Developer,2 to 9 employees
5,0,4.0,8,0,0,66396.0,Germany,Bachelor's,Hybrid,Developer,1k-4.9k
5,1,5.0,8,5,0,96381.0,Germany,Master's,Hybrid,Developer,20-99
16,1,40.0,8,2,2,185000.0,United States of America,Master's,Remote,Developer,10k+
14,1,3.0,8,2,0,126749.0,Switzerland,Master's,Hybrid,Developer,10k+
1,2,17.0,8,5,2,51600.0,Brazil,Other,Remote,Developer,20-99
8,3,18.0,0,6,0,37481.0,Italy,Postgraduate,Hybrid,Academic researcher,5k-9.9k
16,0,10.0,8,3,2,170000.0,United States of America,Bachelor's,Remote,Developer,100-499
15,0,11.0,8,5,0,121035.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,20-99
15,2,6.0,8,5,2,58966.0,United Kingdom of Great Britain and Northern Ireland,Other,Remote,Developer,20-99
2,1,26.0,4,5,2,111527.0,Canada,Master's,Remote,Data scientist or machine learning specialist,20-99
16,2,6.0,8,2,2,165000.0,United States of America,Other,Remote,Developer,10k+
16,0,16.0,8,0,2,168000.0,United States of America,Bachelor's,Remote,Developer,1k-4.9k
5,1,4.0,8,5,0,64254.0,Germany,Master's,Hybrid,Developer,20-99
16,0,2.0,8,1,1,130000.0,United States of America,Bachelor's,In-person,Developer,10-19
5,1,9.0,8,3,2,71750.0,Germany,Master's,Remote,Developer,100-499
5,4,2.0,8,3,1,12851.0,Germany,School,In-person,Developer,100-499
2,0,10.0,8,4,0,63199.0,Canada,Bachelor's,Hybrid,Developer,2 to 9 employees
16,0,10.0,8,5,0,80000.0,United States of America,Bachelor's,Hybrid,Developer,20-99
8,0,20.0,8,7,2,93168.0,Italy,Bachelor's,Remote,Developer,500-999
16,0,11.0,5,6,2,117000.0,United States of America,Bachelor's,Remote,Database administrator,5k-9.9k
2,0,27.0,21,2,2,137550.0,Canada,Bachelor's,Remote,Security professional,10k+
16,0,15.0,8,1,0,39999.0,United States of America,Bachelor's,Hybrid,Developer,10-19
16,0,8.0,8,2,0,110000.0,United States of America,Bachelor's,Hybrid,Developer,10k+
2,2,2.0,8,2,2,118962.0,Canada,Other,Remote,Developer,10k+
15,0,11.0,8,5,0,124138.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,20-99
16,0,20.0,8,7,0,138000.0,United States of America,Bachelor's,Hybrid,Developer,500-999
1,0,5.0,8,6,0,20288.0,Brazil,Bachelor's,Hybrid,Developer,5k-9.9k
16,1,7.0,8,8,0,103000.0,United States of America,Master's,Hybrid,Developer,Unknown
11,0,7.0,8,0,2,79588.0,Poland,Bachelor's,Remote,Developer,1k-4.9k
14,2,3.0,8,2,0,110216.0,Switzerland,Other,Hybrid,Developer,10k+
7,0,0.5,8,6,0,86598.0,Israel,Bachelor's,Hybrid,Developer,5k-9.9k
5,1,5.0,0,7,2,23560.0,Germany,Master's,Remote,Academic researcher,500-999
16,0,3.0,12,0,2,82000.0,United States of America,Bachelor's,Remote,Engineer,1k-4.9k
16,2,4.0,8,7,2,120000.0,United States of America,Other,Remote,Developer,500-999
5,1,23.0,8,2,0,107090.0,Germany,Master's,Hybrid,Developer,10k+
2,0,10.0,8,2,0,96657.0,Canada,Bachelor's,Hybrid,Developer,10k+
16,0,22.0,19,0,2,225000.0,United States of America,Bachelor's,Remote,Research & Development role,1k-4.9k
16,1,5.0,8,5,2,115000.0,United States of America,Master's,Remote,Developer,20-99
15,0,2.0,8,5,2,49655.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Remote,Developer,20-99
16,1,8.0,8,5,0,175000.0,United States of America,Master's,Hybrid,Developer,20-99
16,2,23.0,3,3,0,85000.0,United States of America,Other,Hybrid,Data or business analyst,100-499
0,1,16.0,13,3,0,165260.0,Australia,Master's,Hybrid,Engineering manager,100-499
16,0,16.0,8,1,0,155000.0,United States of America,Bachelor's,Hybrid,Developer,10-19
8,3,3.0,0,8,1,42836.0,Italy,Postgraduate,In-person,Academic researcher,Unknown
12,1,23.0,8,5,0,48190.0,Spain,Master's,Hybrid,Developer,20-99
6,0,10.0,8,2,0,48468.0,India,Bachelor's,Hybrid,Developer,10k+
16,1,23.0,8,0,2,235000.0,United States of America,Master's,Remote,Developer,1k-4.9k
5,2,3.0,8,1,2,50868.0,Germany,Other,Remote,Developer,10-19
15,0,2.0,8,0,0,62069.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,1k-4.9k
8,2,13.0,8,5,0,37481.0,Italy,Other,Hybrid,Developer,20-99
3,2,2.0,8,2,0,70742.0,Denmark,Other,Hybrid,Developer,10k+
16,0,4.0,8,7,2,160000.0,United States of America,Bachelor's,Remote,Developer,500-999
3,0,0.5,8,5,1,56076.0,Denmark,Bachelor's,In-person,Developer,20-99
12,0,15.0,3,0,0,54616.0,Spain,Bachelor's,Hybrid,Data or business analyst,1k-4.9k
16,0,24.0,16,2,2,135000.0,United States of America,Bachelor's,Remote,Other (please specify):,10k+
5,1,25.0,8,5,2,69608.0,Germany,Master's,Remote,Developer,20-99
0,0,10.0,8,3,2,59494.0,Australia,Bachelor's,Remote,Developer,100-499
12,1,8.0,8,0,0,66396.0,Spain,Master's,Hybrid,Developer,1k-4.9k
5,2,8.0,8,1,0,48833.0,Germany,Other,Hybrid,Developer,10-19
12,0,2.0,4,8,0,26772.0,Spain,Bachelor's,Hybrid,Data scientist or machine learning specialist,Unknown
9,0,4.0,8,1,0,39516.0,Netherlands,Bachelor's,Hybrid,Developer,10-19
11,1,9.0,8,2,0,107668.0,Poland,Master's,Hybrid,Developer,10k+
5,1,2.0,4,7,0,55687.0,Germany,Master's,Hybrid,Data scientist or machine learning specialist,500-999
16,0,8.0,8,7,2,200000.0,United States of America,Bachelor's,Remote,Developer,500-999
15,0,7.0,8,2,0,86897.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,10k+
3,1,4.0,4,0,0,104819.0,Denmark,Master's,Hybrid,Data scientist or machine learning specialist,1k-4.9k
16,2,0.5,8,2,2,160000.0,United States of America,Other,Remote,Developer,10k+
16,0,10.0,8,0,2,175000.0,United States of America,Bachelor's,Remote,Developer,1k-4.9k
2,0,7.0,12,2,0,104092.0,Canada,Bachelor's,Hybrid,Engineer,10k+
4,1,3.0,8,4,1,42407.0,France,Master's,In-person,Developer,2 to 9 employees
